# ,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
575,150638339,2,15978092,55,42,6,0.04352208264375564,5,1,1,0,0,7,9,0
576,151079317,1,15680000,39,25,10,0.04187471505634335,12,1,0,0,0,3,8,0
577,142254435,1,15680000,39,32,8,0.03648931622064245,10,1,1,0,0,3,8,1
578,149453938,2,15700000,56,29,10,0.03487236287448894,6,1,0,0,0,4,7,0
579,150302080,2,15750000,56,38,9,0.05694365348175241,6,0,0,0,0,5,14,0
580,139174529,2,15752100,58,45,1,0.05471822610292021,7,1,0,0,0,2,5,0
581,149542737,2,15752100,58,58,1,0.055764604639952,7,1,1,0,0,2,5,0
582,138125473,2,15752100,58,41,8,0.054713843855550455,5,1,0,0,0,2,9,1
583,151000907,1,15777174,51,NaN,1,0.055175508536396516,9,1,0,0,0,4,13,1
584,151103223,3,15800000,67,44,7,0.034066692669674076,3,1,1,0,0,4,7,0
585,48908331,1,15831157,39,NaN,1,0.03070883446909226,5,1,1,0,0,3,7,1
586,148633478,1,15839192,39,NaN,NaN,0.031131430478701337,8,1,0,0,0,3,7,1
587,147356334,1,15839193,39,NaN,1,0.03070883446909226,5,1,1,0,0,3,7,1
588,150599473,3,59000000,123,98,25,0.029886602624750916,10,1,0,0,0,3,10,0
589,150882541,1,228258450,170,120,NaN,0.014478382114377608,5,1,0,0,0,1,3,1
590,148583199,2,150911444,178,49,64,0.03264694823180032,10,1,0,0,0,6,7,0
591,150585762,3,15850000,64,39,8,0.04572884544628188,10,1,0,0,0,7,12,0
592,148269769,1,15851872,52,19,13,0.05522434889475638,5,1,0,0,0,3,13,1
593,148349523,1,15851872,52,19,13,0.055175508536396516,9,1,0,0,0,3,13,1
594,151095689,3,15900000,67,44,10,0.034066692669674076,5,1,0,0,0,4,7,0
595,150969134,2,15900000,52,38,5,0.04144443037188378,9,1,1,0,0,2,9,0
596,150958347,3,15900000,68,64,1,0.10208141139135173,5,0,0,0,0,5,14,0
597,149011460,1,15937100,45,37,8,0.030903799294746584,5,1,0,0,0,5,7,1
598,151094337,2,16304175,44,29,7,0.050144500287168124,7,1,1,0,0,8,8,0
599,151072783,2,15990000,65,40,10,0.07448820032495096,15,1,0,0,0,7,10,0
600,149582829,1,15992190,42,NaN,NaN,0.031131430478701337,8,1,0,0,0,2,7,1
601,48895401,1,15992191,42,NaN,1,0.03070883446909226,5,1,1,0,0,2,7,1
602,48893541,1,15993401,45,NaN,1,0.03070883446909226,5,1,1,0,0,3,6,1
603,150638343,1,16000000,35,20,9,0.01978793185884188,3,1,0,0,0,6,16,0
604,150368048,3,16000000,72,45,10,0.09045864283776434,14,1,0,0,0,2,17,0
605,149354777,3,16000000,69,47,9,0.04927775205962995,5,1,0,0,0,16,17,0
606,150785130,3,16000000,75,54,8,0.055756185574783824,5,1,1,0,0,2,6,0
607,150609086,2,16000000,40,20,10,0.04232661678247075,12,1,0,0,0,5,8,0
608,150486352,2,16110000,35,NaN,NaN,0.03146250896623167,13,1,1,0,0,4,5,1
609,48912781,1,16123224,39,NaN,1,0.03070883446909226,5,1,1,0,0,4,7,1
610,149442374,1,16154143,51,17,12,0.055175508536396516,9,1,0,0,0,5,13,1
611,151000902,1,16154143,51,NaN,1,0.055800800032348774,9,1,0,0,0,5,13,1
612,148268906,1,16171878,52,17,12,0.05522434889475638,5,1,0,0,0,3,13,1
613,150438545,3,16200000,65,43,8,0.06261809053979407,2,1,1,0,0,5,6,0
614,150545571,3,16200000,86,52,10,0.05396758852728507,8,1,1,0,0,2,5,0
615,48902731,1,16241633,45,NaN,1,0.03070883446909226,5,1,1,0,0,3,6,1
616,150330924,NaN,547820280,399,250,40,0.025048622557934646,7,1,1,0,0,6,8,0
617,150978472,4,84260000,151,94,10,0.01702537023533346,5,1,1,0,0,5,6,1
618,136808557,2,25500000,53,35,9,0.03109314270140407,10,1,0,0,0,6,24,0
619,150926393,3,16300000,60,48,6,0.05084629342685443,3,1,1,0,0,5,8,0
620,148174461,1,16300000,36,18,6,0.04172548461132408,5,1,1,0,0,6,7,0
621,151001062,4,16300000,94,60,9,0.044415084190508276,10,1,1,0,0,1,6,0
622,150110852,1,16416367,37,NaN,1,0.03070883446909226,5,1,1,0,0,6,7,1
623,150866579,2,16465925,48,NaN,NaN,0.031131430478701337,8,1,0,0,0,2,7,1
624,148269267,1,16468285,51,17,12,0.05522434889475638,5,1,0,0,0,8,13,1
625,150926368,2,16500000,40,25,8,0.017285453620028653,3,1,1,0,0,14,17,0
626,150163195,3,16500000,70,51,10,0.03958302940212839,3,1,0,0,0,3,12,0
627,150168440,3,16500000,70,51,10,0.03958302940212839,3,1,0,0,0,3,12,0
628,150168437,3,16500000,70,51,10,0.03958302940212839,3,1,0,0,0,3,12,0
629,150111695,3,16500000,70,50,12,0.03958302940212839,4,1,0,0,0,3,12,0
630,150832289,3,16500000,84,55,9,0.05715787980716082,14,1,0,0,0,8,8,0
631,150464161,2,16500000,60,33,10,0.05694365348175241,6,1,0,0,0,14,14,0
